"","President","Sentences","sent.id","nword","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","snipets","ldatopic","ldahash","Government","Spirit","Nation","Democracy","Determination","Freedom","Misc","America","Arm","Justice","Citizen","Fear","Equality","Constitution","Strive"
"196","WoodrowWilson-1","We have built up, moreover, a great system of government, which has stood through a long age as in many respects a model for those who seek to set liberty upon foundations that will endure against fortuitous change, against storm and accident."," 21","42","0.02380386","0.07141157","0.00000000","0.07141157","0.02380386","0.02380386","0.04760771","0.07141157","0.07141157","0.09521542","Nowhere else in the world have noble men and women exhibited in more striking forms the beauty and the energy of sympathy and helpfulness and counsel in their efforts to rectify wrong, alleviate suffering, and set the weak in the way of strength and hope.  Our life contains every great thing, and contains it in rich abundance."," 2","Spirit","0.06504065","0.12601626","0.08943089","0.07723577","0.04065041","0.07723577","0.07723577","0.05284553","0.07723577","0.04065041","0.05284553","0.04065041","0.08943089","0.05284553","0.04065041"
"197","WoodrowWilson-1","Our life contains every great thing, and contains it in rich abundance."," 22","12","0.00000000","0.08326395","0.08326395","0.00000000","0.08326395","0.00000000","0.00000000","0.08326395","0.08326395","0.08326395","We have built up, moreover, a great system of government, which has stood through a long age as in many respects a model for those who seek to set liberty upon foundations that will endure against fortuitous change, against storm and accident.  But the evil has come with the good, and much fine gold has been corroded."," 7","Misc","0.06751055","0.10548523","0.06751055","0.05485232","0.05485232","0.08016878","0.11814346","0.04219409","0.06751055","0.06751055","0.05485232","0.06751055","0.05485232","0.04219409","0.05485232"
"198","WoodrowWilson-1","But the evil has come with the good, and much fine gold has been corroded."," 23","15","0.06662225","0.06662225","0.06662225","0.06662225","0.06662225","0.06662225","0.06662225","0.06662225","0.06662225","0.13324450","Our life contains every great thing, and contains it in rich abundance.  With riches has come inexcusable waste."," 2","Spirit","0.05376344","0.10215054","0.08602151","0.08602151","0.05376344","0.06989247","0.06989247","0.05376344","0.05376344","0.05376344","0.06989247","0.05376344","0.06989247","0.05376344","0.06989247"
"199","WoodrowWilson-1","With riches has come inexcusable waste."," 24"," 6","0.16638935","0.00000000","0.33277870","0.00000000","0.00000000","0.16638935","0.00000000","0.00000000","0.33277870","0.00000000","But the evil has come with the good, and much fine gold has been corroded.  We have squandered a great part of what we might have used, and have not stopped to conserve the exceeding bounty of nature, without which our genius for enterprise would have been worthless and impotent, scorning to be careful, shamefully prodigal as well as admirably efficient."," 4","Democracy","0.04219409","0.11814346","0.06751055","0.14345992","0.06751055","0.05485232","0.05485232","0.04219409","0.04219409","0.05485232","0.10548523","0.05485232","0.04219409","0.06751055","0.04219409"
"200","WoodrowWilson-1","We have squandered a great part of what we might have used, and have not stopped to conserve the exceeding bounty of nature, without which our genius for enterprise would have been worthless and impotent, scorning to be careful, shamefully prodigal as well as admirably efficient."," 25","46","0.02173441","0.04346881","0.02173441","0.00000000","0.02173441","0.02173441","0.00000000","0.04346881","0.06520322","0.13040643","With riches has come inexcusable waste.  We have been proud of our industrial achievements, but we have not hitherto stopped thoughtfully enough to count the human cost, the cost of lives snuffed out, of energies overtaxed and broken, the fearful physical and spiritual cost to the men and women and children upon whom the dead weight and burden of it all has fallen pitilessly the years through.","13","Equality","0.03968254","0.03968254","0.06349206","0.07539683","0.05158730","0.06349206","0.07539683","0.05158730","0.09920635","0.07539683","0.06349206","0.05158730","0.14682540","0.03968254","0.06349206"
"201","WoodrowWilson-1","We have been proud of our industrial achievements, but we have not hitherto stopped thoughtfully enough to count the human cost, the cost of lives snuffed out, of energies overtaxed and broken, the fearful physical and spiritual cost to the men and women and children upon whom the dead weight and burden of it all has fallen pitilessly the years through."," 26","61","0.01639076","0.03278151","0.01639076","0.04917227","0.03278151","0.04917227","0.01639076","0.04917227","0.06556302","0.04917227","We have squandered a great part of what we might have used, and have not stopped to conserve the exceeding bounty of nature, without which our genius for enterprise would have been worthless and impotent, scorning to be careful, shamefully prodigal as well as admirably efficient.  The groans and agony of it all had not yet reached our ears, the solemn, moving undertone of our life, coming up out of the mines and factories, and out of every home where the struggle had its intimate and familiar seat."," 4","Democracy","0.04814815","0.12592593","0.04814815","0.15925926","0.05925926","0.09259259","0.05925926","0.03703704","0.03703704","0.04814815","0.05925926","0.04814815","0.05925926","0.03703704","0.08148148"
"202","WoodrowWilson-1","The groans and agony of it all had not yet reached our ears, the solemn, moving undertone of our life, coming up out of the mines and factories, and out of every home where the struggle had its intimate and familiar seat."," 27","42","0.04760771","0.04760771","0.00000000","0.04760771","0.02380386","0.04760771","0.00000000","0.04760771","0.04760771","0.04760771","We have been proud of our industrial achievements, but we have not hitherto stopped thoughtfully enough to count the human cost, the cost of lives snuffed out, of energies overtaxed and broken, the fearful physical and spiritual cost to the men and women and children upon whom the dead weight and burden of it all has fallen pitilessly the years through.  With the great Government went many deep secret things which we too long delayed to look into and scrutinize with candid, fearless eyes.","13","Equality","0.08865248","0.06737589","0.04609929","0.07801418","0.03546099","0.04609929","0.08865248","0.04609929","0.10992908","0.07801418","0.04609929","0.03546099","0.15248227","0.04609929","0.03546099"
"203","WoodrowWilson-1","With the great Government went many deep secret things which we too long delayed to look into and scrutinize with candid, fearless eyes."," 28","23","0.00000000","0.13037810","0.00000000","0.08691873","0.04345937","0.00000000","0.04345937","0.08691873","0.13037810","0.08691873","The groans and agony of it all had not yet reached our ears, the solemn, moving undertone of our life, coming up out of the mines and factories, and out of every home where the struggle had its intimate and familiar seat.  The great Government we loved has too often been made use of for private and selfish purposes, and those who used it had forgotten the people."," 1","Government","0.10416667","0.09166667","0.07916667","0.09166667","0.06666667","0.07916667","0.04166667","0.05416667","0.05416667","0.04166667","0.04166667","0.05416667","0.06666667","0.04166667","0.09166667"
"204","WoodrowWilson-1","The great Government we loved has too often been made use of for private and selfish purposes, and those who used it had forgotten the people."," 29","26","0.03844675","0.00000000","0.03844675","0.07689350","0.00000000","0.03844675","0.00000000","0.00000000","0.11534025","0.00000000","With the great Government went many deep secret things which we too long delayed to look into and scrutinize with candid, fearless eyes.  At last a vision has been vouchsafed us of our life as a whole."," 2","Spirit","0.07729469","0.12077295","0.06280193","0.04830918","0.06280193","0.07729469","0.06280193","0.04830918","0.07729469","0.06280193","0.06280193","0.06280193","0.04830918","0.07729469","0.04830918"
"205","WoodrowWilson-1","At last a vision has been vouchsafed us of our life as a whole."," 30","14","0.00000000","0.07137759","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.07137759","The great Government we loved has too often been made use of for private and selfish purposes, and those who used it had forgotten the people.  We see the bad with the good, the debased and decadent with the sound and vital."," 1","Government","0.10628019","0.06280193","0.09178744","0.06280193","0.06280193","0.04830918","0.06280193","0.07729469","0.06280193","0.06280193","0.06280193","0.04830918","0.04830918","0.09178744","0.04830918"
"206","WoodrowWilson-1","We see the bad with the good, the debased and decadent with the sound and vital."," 31","16","0.06246096","0.06246096","0.06246096","0.06246096","0.06246096","0.06246096","0.06246096","0.06246096","0.06246096","0.12492192","At last a vision has been vouchsafed us of our life as a whole.  With this vision we approach new affairs."," 2","Spirit","0.05649718","0.14124294","0.05649718","0.05649718","0.05649718","0.05649718","0.05649718","0.07344633","0.05649718","0.05649718","0.05649718","0.07344633","0.07344633","0.07344633","0.05649718"
"207","WoodrowWilson-1","With this vision we approach new affairs."," 32"," 7","0.00000000","0.14265335","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.14265335","We see the bad with the good, the debased and decadent with the sound and vital.  Our duty is to cleanse, to reconsider, to restore, to correct the evil without impairing the good, to purify and humanize every process of our common life without weakening or sentimentalizing it."," 2","Spirit","0.04444444","0.13777778","0.11111111","0.04444444","0.05777778","0.07111111","0.08444444","0.05777778","0.05777778","0.04444444","0.08444444","0.04444444","0.04444444","0.07111111","0.04444444"
"208","WoodrowWilson-1","Our duty is to cleanse, to reconsider, to restore, to correct the evil without impairing the good, to purify and humanize every process of our common life without weakening or sentimentalizing it."," 33","32","0.03124024","0.03124024","0.03124024","0.03124024","0.06248047","0.03124024","0.03124024","0.06248047","0.03124024","0.09372071","With this vision we approach new affairs.  There has been something crude and heartless and unfeeling in our haste to succeed and be great."," 2","Spirit","0.05464481","0.10382514","0.07103825","0.07103825","0.05464481","0.08743169","0.05464481","0.05464481","0.05464481","0.05464481","0.05464481","0.07103825","0.08743169","0.05464481","0.07103825"
"209","WoodrowWilson-1","There has been something crude and heartless and unfeeling in our haste to succeed and be great."," 34","17","0.00000000","0.11757790","0.05878895","0.00000000","0.05878895","0.05878895","0.05878895","0.05878895","0.11757790","0.05878895","Our duty is to cleanse, to reconsider, to restore, to correct the evil without impairing the good, to purify and humanize every process of our common life without weakening or sentimentalizing it.  Our thought has been Let every man look out for himself, let every generation look out for itself, while we reared giant machinery which made it impossible that any but those who stood at the levers of control should have a chance to look out for themselves."," 3","Nation","0.06130268","0.06130268","0.15325670","0.03831418","0.07279693","0.14176245","0.07279693","0.03831418","0.07279693","0.03831418","0.06130268","0.04980843","0.03831418","0.03831418","0.06130268"
"210","WoodrowWilson-1","Our thought has been Let every man look out for himself, let every generation look out for itself, while we reared giant machinery which made it impossible that any but those who stood at the levers of control should have a chance to look out for themselves."," 35","47","0.00000000","0.02127207","0.00000000","0.02127207","0.00000000","0.02127207","0.02127207","0.00000000","0.02127207","0.00000000","There has been something crude and heartless and unfeeling in our haste to succeed and be great.  We had not forgotten our morals."," 2","Spirit","0.05649718","0.10734463","0.05649718","0.05649718","0.07344633","0.07344633","0.09039548","0.05649718","0.05649718","0.05649718","0.05649718","0.07344633","0.05649718","0.05649718","0.07344633"
"211","WoodrowWilson-1","We had not forgotten our morals."," 36"," 6","0.16638935","0.16638935","0.16638935","0.16638935","0.16638935","0.16638935","0.16638935","0.16638935","0.16638935","0.16638935","Our thought has been Let every man look out for himself, let every generation look out for itself, while we reared giant machinery which made it impossible that any but those who stood at the levers of control should have a chance to look out for themselves.  We remembered well enough that we had set up a policy which was meant to serve the humblest as well as the most powerful, with an eye single to the standards of justice and fair play, and remembered it with pride."," 6","Freedom","0.09578544","0.03831418","0.07279693","0.08429119","0.08429119","0.15325670","0.09578544","0.03831418","0.04980843","0.04980843","0.06130268","0.03831418","0.03831418","0.04980843","0.04980843"
"212","WoodrowWilson-1","We remembered well enough that we had set up a policy which was meant to serve the humblest as well as the most powerful, with an eye single to the standards of justice and fair play, and remembered it with pride."," 37","41","0.02438430","0.02438430","0.02438430","0.02438430","0.04876859","0.00000000","0.00000000","0.09753719","0.02438430","0.09753719","We had not forgotten our morals.  But we were very heedless and in a hurry to be great."," 2","Spirit","0.06060606","0.09696970","0.06060606","0.07878788","0.07878788","0.07878788","0.06060606","0.06060606","0.06060606","0.06060606","0.06060606","0.06060606","0.06060606","0.06060606","0.06060606"
"213","WoodrowWilson-1","But we were very heedless and in a hurry to be great."," 38","12","0.00000000","0.08326395","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","We remembered well enough that we had set up a policy which was meant to serve the humblest as well as the most powerful, with an eye single to the standards of justice and fair play, and remembered it with pride.  We have come now to the sober second thought."," 5","Determination","0.05936073","0.04566210","0.04566210","0.08675799","0.11415525","0.05936073","0.10045662","0.04566210","0.08675799","0.04566210","0.08675799","0.04566210","0.05936073","0.05936073","0.05936073"
"214","WoodrowWilson-1","We have come now to the sober second thought."," 39"," 9","0.00000000","0.11098779","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","But we were very heedless and in a hurry to be great.  The scales of heedlessness have fallen from our eyes."," 6","Freedom","0.05847953","0.07602339","0.05847953","0.05847953","0.05847953","0.09356725","0.09356725","0.05847953","0.05847953","0.07602339","0.05847953","0.05847953","0.07602339","0.05847953","0.05847953"
"215","WoodrowWilson-1","The scales of heedlessness have fallen from our eyes."," 40"," 9","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","We have come now to the sober second thought.  We have made up our minds to square every process of our national life again with the standards we so proudly set up at the beginning and have always carried at our hearts."," 4","Democracy","0.06280193","0.09178744","0.04830918","0.12077295","0.06280193","0.07729469","0.07729469","0.09178744","0.04830918","0.06280193","0.06280193","0.04830918","0.04830918","0.04830918","0.04830918"
"216","WoodrowWilson-1","We have made up our minds to square every process of our national life again with the standards we so proudly set up at the beginning and have always carried at our hearts."," 41","33","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","The scales of heedlessness have fallen from our eyes.  Our work is a work of restoration.","12","Fear","0.05847953","0.05847953","0.05847953","0.05847953","0.05847953","0.07602339","0.07602339","0.07602339","0.05847953","0.05847953","0.05847953","0.09356725","0.05847953","0.05847953","0.09356725"
"217","WoodrowWilson-1","Our work is a work of restoration."," 42"," 7","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","We have made up our minds to square every process of our national life again with the standards we so proudly set up at the beginning and have always carried at our hearts.  We have itemized with some degree of particularity the things that ought to be altered and here are some of the chief items: A tariff which cuts us off from our proper part in the commerce of the world, violates the just principles of taxation, and makes the Government a facile instrument in the hand of private interests;"," 2","Spirit","0.10606061","0.11742424","0.09469697","0.06060606","0.06060606","0.06060606","0.06060606","0.09469697","0.03787879","0.03787879","0.04924242","0.06060606","0.04924242","0.06060606","0.04924242"
"218","WoodrowWilson-1","We have itemized with some degree of particularity the things that ought to be altered and here are some of the chief items: A tariff which cuts us off from our proper part in the commerce of the world, violates the just principles of taxation, and makes the Government a facile instrument in the hand of private interests;"," 43","58","0.01723841","0.00000000","0.01723841","0.01723841","0.00000000","0.00000000","0.00000000","0.01723841","0.03447681","0.03447681","Our work is a work of restoration.  a banking and currency system based upon the necessity of the Government to sell its bonds fifty years ago and perfectly adapted to concentrating cash and restricting credits;"," 7","Misc","0.07511737","0.04694836","0.04694836","0.06103286","0.07511737","0.04694836","0.14553991","0.08920188","0.06103286","0.06103286","0.04694836","0.07511737","0.04694836","0.04694836","0.07511737"
"219","WoodrowWilson-1","a banking and currency system based upon the necessity of the Government to sell its bonds fifty years ago and perfectly adapted to concentrating cash and restricting credits;"," 44","28","0.03570154","0.03570154","0.00000000","0.07140307","0.03570154","0.03570154","0.00000000","0.07140307","0.07140307","0.03570154","We have itemized with some degree of particularity the things that ought to be altered and here are some of the chief items: A tariff which cuts us off from our proper part in the commerce of the world, violates the just principles of taxation, and makes the Government a facile instrument in the hand of private interests;  an industrial system which, take it on all its sides, financial as well as administrative, holds capital in leading strings, restricts the liberties and limits the opportunities of labor, and exploits without renewing or conserving the natural resources of the country;","14","Constitution","0.07560137","0.09621993","0.08591065","0.05498282","0.04467354","0.07560137","0.03436426","0.07560137","0.04467354","0.05498282","0.06529210","0.07560137","0.04467354","0.10652921","0.06529210"
"220","WoodrowWilson-1","an industrial system which, take it on all its sides, financial as well as administrative, holds capital in leading strings, restricts the liberties and limits the opportunities of labor, and exploits without renewing or conserving the natural resources of the country;"," 45","41","0.00000000","0.02438430","0.00000000","0.00000000","0.04876859","0.00000000","0.02438430","0.12192148","0.00000000","0.04876859","a banking and currency system based upon the necessity of the Government to sell its bonds fifty years ago and perfectly adapted to concentrating cash and restricting credits;  a body of agricultural activities never yet given the efficiency of great business undertakings or served as it should be through the instrumentality of science taken directly to the farm, or afforded the facilities of credit best suited to its practical needs;"," 7","Misc","0.04761905","0.09157509","0.05860806","0.06959707","0.05860806","0.04761905","0.15750916","0.05860806","0.06959707","0.05860806","0.04761905","0.03663004","0.04761905","0.03663004","0.11355311"
"221","WoodrowWilson-1","a body of agricultural activities never yet given the efficiency of great business undertakings or served as it should be through the instrumentality of science taken directly to the farm, or afforded the facilities of credit best suited to its practical needs;"," 46","42","0.00000000","0.02380386","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.02380386","0.00000000","0.04760771","an industrial system which, take it on all its sides, financial as well as administrative, holds capital in leading strings, restricts the liberties and limits the opportunities of labor, and exploits without renewing or conserving the natural resources of the country;  watercourses undeveloped, waste places unreclaimed, forests untended, fast disappearing without plan or prospect of renewal, unregarded waste heaps at every mine.","11","Citizen","0.04761905","0.06959707","0.09157509","0.06959707","0.03663004","0.05860806","0.03663004","0.06959707","0.06959707","0.05860806","0.10256410","0.09157509","0.04761905","0.09157509","0.05860806"
"222","WoodrowWilson-1","watercourses undeveloped, waste places unreclaimed, forests untended, fast disappearing without plan or prospect of renewal, unregarded waste heaps at every mine."," 47","21","0.00000000","0.04759638","0.04759638","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.04759638","0.09519277","a body of agricultural activities never yet given the efficiency of great business undertakings or served as it should be through the instrumentality of science taken directly to the farm, or afforded the facilities of credit best suited to its practical needs;  We have studied as perhaps no other nation has the most effective means of production, but we have not studied cost or economy as we should either as organizers of industry, as statesmen, or as individuals."," 2","Spirit","0.06130268","0.09578544","0.07279693","0.07279693","0.07279693","0.04980843","0.07279693","0.06130268","0.03831418","0.09578544","0.03831418","0.07279693","0.04980843","0.04980843","0.09578544"
"223","WoodrowWilson-1","We have studied as perhaps no other nation has the most effective means of production, but we have not studied cost or economy as we should either as organizers of industry, as statesmen, or as individuals."," 48","36","0.00000000","0.02777006","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.08331019","0.00000000","0.05554013","watercourses undeveloped, waste places unreclaimed, forests untended, fast disappearing without plan or prospect of renewal, unregarded waste heaps at every mine.  Nor have we studied and perfected the means by which government may be put at the service of humanity, in safeguarding the health of the Nation, the health of its men and its women and its children, as well as their rights in the struggle for existence.","13","Equality","0.08429119","0.03831418","0.03831418","0.08429119","0.03831418","0.04980843","0.06130268","0.07279693","0.06130268","0.03831418","0.06130268","0.06130268","0.13026820","0.07279693","0.10727969"
"224","WoodrowWilson-1","Nor have we studied and perfected the means by which government may be put at the service of humanity, in safeguarding the health of the Nation, the health of its men and its women and its children, as well as their rights in the struggle for existence."," 49","47","0.02127207","0.00000000","0.00000000","0.04254414","0.02127207","0.02127207","0.00000000","0.04254414","0.04254414","0.04254414","We have studied as perhaps no other nation has the most effective means of production, but we have not studied cost or economy as we should either as organizers of industry, as statesmen, or as individuals.  This is no sentimental duty.","13","Equality","0.08080808","0.05050505","0.05050505","0.06565657","0.09595960","0.05050505","0.05050505","0.09595960","0.05050505","0.08080808","0.05050505","0.05050505","0.11111111","0.06565657","0.05050505"
"225","WoodrowWilson-1","This is no sentimental duty."," 50"," 5","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.19960080","Nor have we studied and perfected the means by which government may be put at the service of humanity, in safeguarding the health of the Nation, the health of its men and its women and its children, as well as their rights in the struggle for existence.  The firm basis of government is justice, not pity.","13","Equality","0.11261261","0.04504505","0.07207207","0.04504505","0.04504505","0.04504505","0.05855856","0.05855856","0.04504505","0.05855856","0.04504505","0.04504505","0.12612613","0.08558559","0.11261261"
"226","WoodrowWilson-1","The firm basis of government is justice, not pity."," 51"," 9","0.00000000","0.00000000","0.00000000","0.11098779","0.00000000","0.11098779","0.00000000","0.11098779","0.11098779","0.11098779","This is no sentimental duty.  These are matters of justice."," 5","Determination","0.06172840","0.06172840","0.06172840","0.06172840","0.09876543","0.06172840","0.06172840","0.08024691","0.06172840","0.06172840","0.08024691","0.06172840","0.06172840","0.06172840","0.06172840"
"227","WoodrowWilson-1","These are matters of justice."," 52"," 5","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.19960080","0.00000000","0.19960080","The firm basis of government is justice, not pity.  There can be no equality or opportunity, the first essential of justice in the body politic, if men and women and children be not shielded in their lives, their very vitality, from the consequences of great industrial and social processes which they can not alter, control, or singly cope with.","13","Equality","0.05485232","0.08016878","0.06751055","0.06751055","0.08016878","0.08016878","0.04219409","0.04219409","0.04219409","0.06751055","0.04219409","0.05485232","0.16877637","0.05485232","0.05485232"
"228","WoodrowWilson-1","There can be no equality or opportunity, the first essential of justice in the body politic, if men and women and children be not shielded in their lives, their very vitality, from the consequences of great industrial and social processes which they can not alter, control, or singly cope with."," 53","50","0.00000000","0.01999600","0.01999600","0.00000000","0.03999200","0.00000000","0.00000000","0.05998800","0.00000000","0.13997201","These are matters of justice.  Society must see to it that it does not itself crush or weaken or damage its own constituent parts."," 3","Nation","0.05555556","0.05555556","0.10555556","0.07222222","0.10555556","0.07222222","0.07222222","0.05555556","0.05555556","0.07222222","0.05555556","0.05555556","0.05555556","0.05555556","0.05555556"
"229","WoodrowWilson-1","Society must see to it that it does not itself crush or weaken or damage its own constituent parts."," 54","19","0.05260389","0.00000000","0.05260389","0.00000000","0.00000000","0.05260389","0.00000000","0.00000000","0.05260389","0.00000000","There can be no equality or opportunity, the first essential of justice in the body politic, if men and women and children be not shielded in their lives, their very vitality, from the consequences of great industrial and social processes which they can not alter, control, or singly cope with.  The first duty of law is to keep sound the society it serves.","13","Equality","0.04115226","0.07818930","0.07818930","0.06584362","0.06584362","0.07818930","0.04115226","0.04115226","0.05349794","0.07818930","0.04115226","0.04115226","0.18930041","0.06584362","0.04115226"
"230","WoodrowWilson-1","The first duty of law is to keep sound the society it serves."," 55","13","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.07686395","0.00000000","0.00000000","Society must see to it that it does not itself crush or weaken or damage its own constituent parts.  Sanitary laws, pure food laws, and laws determining conditions of labor which individuals are powerless to determine for themselves are intimate parts of the very business of justice and legal efficiency."," 5","Determination","0.04385965","0.04385965","0.07017544","0.04385965","0.17543860","0.05701754","0.05701754","0.07017544","0.04385965","0.04385965","0.04385965","0.05701754","0.05701754","0.10964912","0.08333333"
"231","WoodrowWilson-1","Sanitary laws, pure food laws, and laws determining conditions of labor which individuals are powerless to determine for themselves are intimate parts of the very business of justice and legal efficiency."," 56","31","0.03224766","0.06449532","0.03224766","0.03224766","0.09674299","0.03224766","0.03224766","0.16123831","0.03224766","0.22573363","The first duty of law is to keep sound the society it serves.  These are some of the things we ought to do, and not leave the others undone, the old-fashioned, never-to-be-neglected, fundamental safeguarding of property and of individual right.","11","Citizen","0.04901961","0.07843137","0.07843137","0.06372549","0.06372549","0.04901961","0.04901961","0.06372549","0.04901961","0.04901961","0.10784314","0.04901961","0.10784314","0.07843137","0.06372549"
"232","WoodrowWilson-1","These are some of the things we ought to do, and not leave the others undone, the old-fashioned, never-to-be-neglected, fundamental safeguarding of property and of individual right."," 57","27","0.03702332","0.00000000","0.03702332","0.00000000","0.00000000","0.07404665","0.03702332","0.03702332","0.07404665","0.03702332","Sanitary laws, pure food laws, and laws determining conditions of labor which individuals are powerless to determine for themselves are intimate parts of the very business of justice and legal efficiency.  This is the high enterprise of the new day: To lift everything that concerns our life as a Nation to the light that shines from the hearthfire of every man's conscience and vision of the right."," 5","Determination","0.03921569","0.07450980","0.08627451","0.07450980","0.14509804","0.06274510","0.03921569","0.06274510","0.06274510","0.03921569","0.06274510","0.03921569","0.03921569","0.09803922","0.07450980"
"233","WoodrowWilson-1","This is the high enterprise of the new day: To lift everything that concerns our life as a Nation to the light that shines from the hearthfire of every man's conscience and vision of the right."," 58","36","0.00000000","0.02777006","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05554013","0.00000000","0.05554013","These are some of the things we ought to do, and not leave the others undone, the old-fashioned, never-to-be-neglected, fundamental safeguarding of property and of individual right.  It is inconceivable that we should do this as partisans;","13","Equality","0.05291005","0.08465608","0.05291005","0.05291005","0.05291005","0.06878307","0.06878307","0.06878307","0.08465608","0.05291005","0.06878307","0.05291005","0.10052910","0.06878307","0.06878307"
"234","WoodrowWilson-1","It is inconceivable that we should do this as partisans;"," 59","10","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","This is the high enterprise of the new day: To lift everything that concerns our life as a Nation to the light that shines from the hearthfire of every man's conscience and vision of the right.  it is inconceivable we should do it in ignorance of the facts as they are or in blind haste."," 2","Spirit","0.06018519","0.10185185","0.06018519","0.08796296","0.10185185","0.10185185","0.06018519","0.04629630","0.06018519","0.04629630","0.07407407","0.04629630","0.04629630","0.04629630","0.06018519"
"235","WoodrowWilson-1","it is inconceivable we should do it in ignorance of the facts as they are or in blind haste."," 60","19","0.00000000","0.05260389","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05260389","0.10520779","0.05260389","It is inconceivable that we should do this as partisans;  We shall restore, not destroy.","15","Strive","0.06060606","0.07878788","0.06060606","0.06060606","0.07878788","0.06060606","0.06060606","0.06060606","0.06060606","0.06060606","0.06060606","0.06060606","0.07878788","0.06060606","0.09696970"
"236","WoodrowWilson-1","We shall restore, not destroy."," 61"," 5","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","it is inconceivable we should do it in ignorance of the facts as they are or in blind haste.  We shall deal with our economic system as it is and as it may be modified, not as it might be if we had a clean sheet of paper to write upon;","15","Strive","0.04975124","0.09452736","0.06467662","0.04975124","0.06467662","0.07960199","0.07960199","0.06467662","0.04975124","0.06467662","0.06467662","0.04975124","0.04975124","0.04975124","0.12437811"
"237","WoodrowWilson-1","We shall deal with our economic system as it is and as it may be modified, not as it might be if we had a clean sheet of paper to write upon;"," 62","32","0.00000000","0.03124024","0.00000000","0.00000000","0.06248047","0.00000000","0.03124024","0.09372071","0.00000000","0.06248047","We shall restore, not destroy.  and step by step we shall make it what it should be, in the spirit of those who question their own wisdom and seek counsel and knowledge, not shallow self-satisfaction or the excitement of excursions whither they can not tell."," 2","Spirit","0.06190476","0.10476190","0.06190476","0.04761905","0.06190476","0.04761905","0.07619048","0.10476190","0.04761905","0.06190476","0.06190476","0.06190476","0.06190476","0.04761905","0.09047619"
"238","WoodrowWilson-1","and step by step we shall make it what it should be, in the spirit of those who question their own wisdom and seek counsel and knowledge, not shallow self-satisfaction or the excitement of excursions whither they can not tell."," 63","40","0.00000000","0.04998750","0.00000000","0.00000000","0.02499375","0.00000000","0.02499375","0.04998750","0.00000000","0.14996251","We shall deal with our economic system as it is and as it may be modified, not as it might be if we had a clean sheet of paper to write upon;  Justice, and only justice, shall always be our motto.","15","Strive","0.04975124","0.04975124","0.04975124","0.07960199","0.07960199","0.06467662","0.07960199","0.06467662","0.06467662","0.07960199","0.06467662","0.04975124","0.04975124","0.04975124","0.12437811"
"239","WoodrowWilson-1","Justice, and only justice, shall always be our motto."," 64"," 9","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.11098779","0.00000000","0.11098779","and step by step we shall make it what it should be, in the spirit of those who question their own wisdom and seek counsel and knowledge, not shallow self-satisfaction or the excitement of excursions whither they can not tell.  And yet it will be no cool process of mere science."," 2","Spirit","0.05936073","0.10045662","0.04566210","0.10045662","0.04566210","0.05936073","0.07305936","0.08675799","0.05936073","0.07305936","0.05936073","0.05936073","0.04566210","0.05936073","0.07305936"
"240","WoodrowWilson-1","And yet it will be no cool process of mere science."," 65","11","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.09082652","Justice, and only justice, shall always be our motto.  The Nation has been deeply stirred, stirred by a solemn passion, stirred by the knowledge of wrong, of ideals lost, of government too often debauched and made an instrument of evil."," 1","Government","0.11574074","0.07407407","0.06018519","0.04629630","0.04629630","0.04629630","0.04629630","0.11574074","0.04629630","0.07407407","0.06018519","0.04629630","0.04629630","0.06018519","0.11574074"
